SS2_Donor01_CD4T_CD19-CAR_rep1	SS2_Donor01_CD4T_CD19-CAR_rep2	SS2_Donor01_CD8T_CD19-CAR_rep1	SS2_Donor01_CD8T_CD19-CAR_rep2	SS2_Donor01_CD4T_CD19-CAR-CD25_rep1	SS2_Donor01_CD4T_CD19-CAR-CD25_rep2	SS2_Donor01_CD8T_CD19-CAR-CD25_rep1	SS2_Donor01_CD8T_CD19-CAR-CD25_rep2	SS2_Donor02_CD4T_CD19-CAR_rep1	SS2_Donor02_CD4T_CD19-CAR_rep2	SS2_Donor02_CD8T_CD19-CAR_rep1	SS2_Donor02_CD8T_CD19-CAR_rep2	SS2_Donor02_CD4T_CD19-CAR-CD25_rep1	SS2_Donor02_CD4T_CD19-CAR-CD25_rep2	SS2_Donor02_CD8T_CD19-CAR-CD25_rep1	SS2_Donor02_CD8T_CD19-CAR-CD25_rep2	SS2_Donor03_CD4T_CD19-CAR_rep1	SS2_Donor03_CD4T_CD19-CAR_rep2	SS2_Donor03_CD8T_CD19-CAR_rep1	SS2_Donor03_CD8T_CD19-CAR_rep2	SS2_Donor03_CD4T_CD19-CAR-CD25_rep1	SS2_Donor03_CD4T_CD19-CAR-CD25_rep2	SS2_Donor03_CD8T_CD19-CAR-CD25_rep1	SS2_Donor03_CD8T_CD19-CAR-CD25_rep2
WNT16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.94275	0	0	0	0	0	0	0
WNT2	0	0	1.26235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58052	0	0	0	0
WNT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT4	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31903	0.667931	0	13.6239	0	0	0	0	0	0	0
WNT5A	0.405876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT5B	0	0	0	0	0	1.27088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT6	0	1.54196	2.20792	0	0	0	0	0	0	0	0	0	0	6.44416	0	0	0	0	0	0	0	0	0	0
WNT7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT7B	1.7043	1.55246	0.930949	1.08044	5.08553	2.91413	0	2.1929	2.71711	1.7103	0.731714	1.27976	0.96015	2.5112	0	4.11119	0.88612	4.78627	0	1.85148	1.51777	2.04685	2.31103	2.35349
WNT8A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6064	0	0
WNT8B	0	0	0	0	0	0	0	0	0	0	0	1.25966	8.45119	0	0	0	0	0	0	0	0	0	0	1.53556
WNT9A	0	0	0	0	0	0	0	1.90892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT9B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WRAP53	20.01112	8.5814757	12.2956073	17.2018963	21.9637935	12.8564	12.3319	25.0465	33.5121	35.6394	27.153907	29.6615	34.6692	28.85690158568	9.10599	22.34362	0	26.3240838	3.9285155	10.2634	48.020718	27.4751181753159	35.8986259985	21.3567
WRAP73	82.5615	44.7465	35.35	24.1185	31.5641	50.3078	33.454	19.9858	51.9796	20.7781	55.1303	45.2031	35.366	49.9751	57.2728	49.8296	0	17.74	33.8952	20.9971	27.9768	79.4951	44.001	58.7037
WRB	25.2825	23.5685	14.4514	13.1842	13.996	32.9169	11.6466	14.5284	15.8657	16.9965	26.5304	23.20541	18.3652	28.1294	34.8621	26.2867	14.5534	0	18.3988	22.5542	11.8705	19.7635	25.027283	19.9964
WRN	4.72681	3.77338	1.20854	2.52779	4.32873	1.82971	2.15018	1.455	3.9822	3.77437	5.63033	4.10212	2.29703	6.59418	3.57685	1.31816	0	9.69276	3.0795	2.10038	9.71288	2.67177	3.35369	6.02683
WRNIP1	0.916265	10.7323	11.2131	17.0869	12.5332	10.3018	8.73351	11.4644	11.8737	9.86761	7.40234	12.9457	13.871	6.12722	12.4512	3.05839	24.5052	35.9932	10.733	16.4905	8.84483	9.73559	11.8805	15.8082
WSB1	82.1685000339278	52.84001	28.8167	42.9038	68.406915	68.6763	31.231700117596	41.7118	80.2956	67.9395	51.34992	47.19955	63.0806	57.754	73.6674	53.9167	90.6205	78.3797	55.9891	53.6994	42.90997	88.5762	87.21619	52.5614
WSB2	24.013	25.806	27.6015	22.9768	19.8916	17.3686	16.9805	13.2815	29.6122	23.5154	18.313	19.6351	17.8789	16.4015	18.4393	18.1369	36.3236	10.3334	15.7355	15.2664	23.3231	22.3403	14.5416	13.2212
WSCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.441164	0	0	0	0	0	0	0	0	0
WSCD2	0	0	0.754812	0	0	0.571526	0	0	1.42117	2.35816	0.586317	0	0	0	1.67563	0	0	0	0	0	0	0	0	1.2546
WT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WT1-AS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WTAP	66.797	88.105434558205	56.23495011451	55.000508	126.6438	81.9579	47.7913	48.8082	94.43251	79.03825	99.2097	53.0593	69.74197	81.6428	73.16554	119.99417	59.1633	104.8686	45.04671216	45.99643	88.8171	54.0435	98.78051	86.4771
WTAPP1	0	0.950527	0	0	0	0	1.21569	0	0	1.06782	0	0.950345	0	0	0	0	0	0	0	0	0.958768	0	0	0
WTH3DI	0	0	1.05199	0	0	0	0	0	0	0	0	0	0	0	0.739335	0	1.23033	0	0	0	0	0	0	0
WTIP	0	0	0	0	0	0	0	0	0	0	0	0	1.26372	0	0	0	0	0	1.05946	0	0	1.04769	0	1.37827
WWC1	0	1.1629427	1.0547492	0.4363394	1.0805314	0.805014	0.485512	0.3530737	0.5025925	0.8639935	1.485751	1.1083687	0.4218084	1.5711896	0	0.766056	0	0.8848774	1.0448356	0	2.286726	0	1.728352	0.4532353
WWC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWC2-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWC3	20.0572	8.76191	6.10346	8.6491	13.9543	6.53524	6.84656	10.7918	5.64349	15.1699	16.6492	9.21806	6.92845	19.9651	12.021	8.01486	21.2923	3.5808	7.39094	9.31996	14.2526	14.1185	9.99697	13.759
WWOX	25.5372	20.53309	11.32291	0	32.11403	28.29968	5.05571	3.54352	8.08141	9.20176	6.73711	10.0054	14.64031	6.29338	12.74348	17.51966	20.51792	41.4543	5.51639	3.68392	9.14512	5.41909	13.77402	7.1248
WWP1	17.8846	8.92439	21.4154	12.1906	15.3342	16.8667	12.957	15.9898	8.87045	14.7227	8.65248	12.2207	10.4244	16.2106	13.3123	18.065	34.0266	10.9944	7.64378	13.3866	7.79054	3.78713	12.2342	15.6609
WWP2	54.6557	32.9635	22.4335965907	24.162089566	43.9754238159	31.3685611749	20.816207561	11.17221458261	28.91713	38.84185	28.37174	33.52709	24.80378	38.2931	26.78003	30.060461851	27.7466	26.9111	16.291528388	16.1330062036	36.8614	38.0775556454	30.50648	37.1942139239
WWTR1	7.5828	4.7561	2.1992313944	1.9323507928	5.372496311	5.88325	4.205221854	4.576975672	5.850936073	5.0144579094	4.689411809	6.013829732	11.3953	4.864686696	3.0105658543	2.743134506	6.284198794	10.20660389	1.8083738164	4.340794808	4.094078978	7.1680016012	1.833784023	2.727348839
WWTR1-AS1	5.18578	12.6653	0	4.96096	8.39427	10.6559	0	4.11451	4.7946	6.68528	1.46176	6.87547	7.86475	0	14.7546	1.73005	8.18889	12.5694	2.90262	1.96442	7.56176	2.75021	6.39133	1.97946
XAB2	62.1112	67.0808	42.084	32.9946	80.1231	33.9547	14.5003	37.6231	25.5563	41.4103	36.9668	31.4014	22.7339	34.6149	30.148	28.634	92.7773	41.396	36.3803	35.2942	86.6021	44.5758	101.401	71.051
XAF1	71.2286	93.69382	56.462391	77.16350121528	76.0118655	83.7287552797	61.029755065	75.47809	80.8396	63.5740663478	94.53697	93.006	114.3380158089	103.2491	63.22991047	73.8043937393	102.763	170.9327	66.7874	63.677480401083	53.8676	76.27089103	60.6045	57.6629513
XAGE1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE2	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61064	0	0	0	0	0	0	0	0	0	0
XAGE2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XBP1	13.62800119951	15.7136	14.3277	13.96690484321	25.5939	38.8282	20.0515	28.3849	7.82884132299	14.4315	31.9075	19.5336	11.09440126184	7.58559199962	22.7372	23.8249	32.544	0	23.5428	15.9247	11.698104652	19.692900680293	8.28050152992	17.26960161321
XCL1	31.1362	35.4423	8.47487	4.98829	21.9517	22.2655	2.65483	3.54355	32.9413	4.60311	21.5198	13.7695	35.0344	27.154	15.9092	13.2394	47.1833	23.9008	3.79718	2.50933	6.35172	5.68988	11.9597	2.37824
XCL2	209.876	272.925	95.0121	94.9365	101.345	96.9123	45.9739	41.5622	134.773	116.326	207.078	191.142	104.7	183.808	169.448	167.17	0	65.9	72.1649	80.0233	61.2217	113.14	145.026	164.084
XCR1	5.54011	0	0	0	0	0	2.78956	0	0	0	0	1.92026	0	0	0	0	2.23555	0	2.00453	0	0	0	2.24315	0
XDH	1.97983	0.842927	1.8223	0.508208	3.26352	3.30796	1.08072	2.55959	5.71862	1.42281	1.88661	2.47418	1.84725	3.53532	1.79779	1.76675	1.97404	1.9487	0.405007	1.05567	2.62114	3.1282	1.92644	2.52432
XG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90292333199	0	0	0	0	0	0	0	0
XGPY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XIAP	21.17103226	17.5671356336	10.4133199658	11.3867	19.331655	18.17893899451	11.4488	11.9506968	14.859354	11.00217	18.98908	11.96475	16.757374	13.108695	7.43028	10.791368	14.1213	30.220200971448	11.0647008	8.45955	17.361	15.07462	12.15494	15.36491
XIRP1	0	0	0.574665	0	0	0	0	0.345916	0	0	1.78468	0.39008	0	0	0	0.417855	0	0	0	0.499421	0.401559	0	0	0
XIRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XIST	0.23494	0.244599	0.176577	0.297098	0	0.416577	0	0	44.0892	45.468	22.1404	17.3665	37.34	43.7152	24.1475	26.5405	0.140043	0.284282	0.225055	0	0	0.337019	0.139775	0.15168
XK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XKR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XKR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XKR5	6.29378	6.67941	2.25081	6.57521	2.63996	6.88187	4.705	3.51382	6.23456	2.99908	2.31258	2.01002	5.52387	10.3204	4.48343	4.95478	7.57007	9.35753	3.75583	1.35649	4.09556	6.37078	4.03755	6.74559
XKR6	0	0.652805	0	0	0	0	0	0.565813	0.884493	0	0	0	0	0.683979	0	0	0	0	0	0	0	0	0	0
XKR7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XKR8	24.4438	10.6496	13.5829	16.7067	33.3828	21.8891	10.5817	10.0458	31.9603	35.6449	14.5438	35.843	26.4755	19.3703	27.1533	12.3505	0	0	4.33653	2.93919	33.3735	15.0077	10.8041	9.87153
XKR9	4.63169	9.35405	0	2.23759	3.74201	3.17478	1.98063	1.19927	3.09904	1.58628	2.33489	5.03808	2.54085	4.70152	1.32128	0	2.63436	8.61551	7.73758	4.46838	4.83499	5.1775	3.7634	3.94903
XKRX	0	0	0	0	0	0.9534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XKRY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XKRY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XPA	11.9586	31.47738	2.60221	17.4969	37.1504	27.6693	11.799500116803	17.2698	19.5891	24.4952	18.2814	31.9804	29.772	28.5017	26.989	20.8281	51.7348	16.7201	14.9834	13.4703	22.0031	47.6288	33.2063	28.0819
XPC	19.8338	29.0326	10.4463	18.127016	17.610191	17.143013	14.009235	14.870062061	25.9252	37.1032	35.4264	17.4236	20.9495	20.7787326	26.216905	17.2654	101.856	39.6154	18.820174	18.9566	39.2124	10.1959	34.6706	8.68049
XPNPEP1	62.4681	19.4327	27.9095	21.4878	36.773	17.320325	21.5513	19.7363	29.4912	34.4764	36.5714	38.7633	42.2835	80.9378	41.1175	36.55085	76.37352	82.2879	28.174	19.7427	32.9555	43.1652395995	38.4845	39.0421
XPNPEP2	0.696058	0	0	0	0	0	0	0	1.00351	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69275	4.42895
XPNPEP3	13.3169	14.42078	6.56528	4.70806	15.6535	10.1793	9.27701	8.19082	19.0794	16.27013	12.8041	11.7627	11.1215	17.3398	11.0631	14.2016	13.0865	40.46455	6.99939	6.38696	22.15067	7.657	13.7989	10.0276
XPO1	22.166	29.1169	23.1421	26.2836	27.1925	14.2364	20.5885	21.7697	17.0205	18.6384	20.2214	22.2275	18.1474	13.6823	30.6989	24.7163	8.61732	40.6044	17.2956	21.3575	15.6752	25.1225	16.6339	20.435
XPO4	3.16095	3.36405	2.77346	1.73927	1.86346	3.14787	0.925014	2.92082	0.979204	1.62309	1.61401	1.64621	4.74228	2.52094	1.79531	3.27682	1.92736	0	1.32434	2.11077	2.17823	5.037	2.19727	2.5937
XPO5	17.7647	13.0562	7.78512	5.97118	5.80883	9.33166	8.65712	9.76377	10.383	16.2107	8.56455	17.1783	10.8518	19.8247	16.8013	14.1523	13.3988	64.5216	8.67967	9.01862	21.7667	17.6203	23.6642	20.4895
XPO6	29.5222	32.5096	34.3358	32.6572	26.5449	37.2264	23.6057	41.3462	35.9969	21.94469	20.6109	18.0206	23.738	32.3704	26.56307	20.7565	39.6751	1.25189	30.8325	20.3304	28.3792	24.6436	30.3326	23.3467
XPO7	14.517	15.9511	7.18099	18.0284	20.5724	9.78651	11.4995	12.5375	19.6048	26.9193	22.3098	20.9687	28.3944	17.7661	11.1587	13.5766	69.0235	0	10.5239	9.98002	11.5479	34.0169	16.5166	16.7104
XPOT	43.0963	35.3385	22.3126	18.6799	39.9389	34.4728	10.3237	13.9732	68.8947	32.0762	24.2733	30.9254	38.0159	38.9788	23.1171	22.0672	29.0713	63.0039	14.2225	11.6213	17.4851	19.7286	31.1619	20.7666
XPR1	6.02645	3.96152	4.37219	2.15419	8.40214	3.16883	2.60019	2.56231	6.80474	12.6611	8.20206276151	5.71191	1.71065	5.39701	7.76832	7.63841	6.79116	18.3025	3.94119	1.53924	6.0693	8.86318	5.01576	5.25214
XRCC1	54.8917	40.1915	22.7138	26.3813	40.5956	50.355	10.8897	26.3281	26.3111	42.4027	40.8231	36.8901	37.2628	35.6662	42.6921	49.5677	0	0	24.5468	24.1927	15.9485	39.7122	63.7061	56.5955
XRCC2	28.1869	32.876	6.91545	26.6094	30.1667	28.837	14.5505	13.538	24.0232	24.9493	22.8915	23.8254	21.189	20.7003	22.8098	25.3551	16.6284	9.50449	9.70465	16.5285	29.6111	23.2509	17.76	27.3475
XRCC3	17.6453	9.88913	7.10284	3.48801261719	9.92349613882	5.25728144555	8.85159	3.42369	4.01135	21.1139	24.319	17.93260510944	5.4072	23.892824	8.41299	5.16619	11.2893	2.27998	1.81306	6.15404	14.3683	8.07299	8.86923	10.6209
XRCC4	13.4086	14.341849	2.2810236	11.494591	16.291948	8.657817	10.1188	8.254354	21.3809	1.7880185	1.77196	4.6679965	10.433772	6.63197	13.51651	14.935999	0	0	4.3750365	0	17.5862	14.3415	7.24108	11.3185
XRCC5	166.783	146.65	113.771	167.172	173.982	196.657	113.207	153.234	235.614	152.777	180.899	192.62	178.621	169.435	179.122	173.752	163.53	302.036	150.36	152.553	165.093	124.104	166.678	152.115
XRCC6	281.339	348.764	251.054	246.638	347.299	332.542	234.244	270.504	495.235	479.205	361.563	396.991	374.569	338.461	360.313	361.489	155.811	215.314	282.194	308.067	290.945	305.07	396.676	301.352
XRCC6BP1	18.0088	28.7944	27.3511	25.9104	24.3697	15.601	15.2404	18.5816	0	34.9317	21.3967	30.4173	2.61118	20.0018	10.1364	12.4421	24.4813	0	13.147	23.5283	58.0133	28.0427	21.8669	28.3667
XRN1	11.860264	20.392808	9.219746	7.692724	15.80983	17.604654	10.020924	11.389582	9.779999	10.899408	14.318426	11.194523	12.758441	11.160976	12.934467	15.439902	11.1204	11.011732	8.062817	10.387887	6.916242	11.277499	11.391894	11.038027
XRN2	50.5647	63.1633	25.8173	38.9179	86.8576	57.8896	24.8121	46.646	27.2193	54.883	44.9545	52.6432	62.0676	65.414	64.9657	49.5673	63.9989	142.501	38.8491	39.4238	55.6691	38.4786	53.2876	49.7692
XRRA1	6.90349	10.8371	7.63329	9.056414914	4.05518	9.47239	4.45164000920618	4.74942	7.68532	7.39221	14.69390063109	7.28599	4.56722	5.49407	7.29929	17.6672000710852	5.39778	37.9145	8.0651	8.5241100600921	7.38002	0.476847	12.7363058805	14.51079
XXYLT1	4.67347	6.59299	5.08528	1.33882	8.48713	2.00439	7.06196	3.2869	0	1.24974	5.50688	4.49767	4.53739	7.15704	3.4029	1.99221	1.08743	2.1222	0.875798	1.43077	0.965184	2.54859	8.80679	3.70224
XYLB	1.25273	3.33409	0.959678	0	5.15278	2.90757	0	0.577925	0	12.7485	2.98342	1.95644	0	2.79452	4.26138	3.48951	1.52491	0	3.05904	1.66573	0	0	1.52336	3.18982
XYLT1	4.30796	3.56596	0.734919	1.22906	1.97507	4.1708	0.980467	1.54797	3.45961	2.00719	1.14056	0.249282	3.90962	7.48196	0.271847	1.60303	9.33896	7.07184	1.40378	2.55668	3.07863	3.71396	2.03796	3.36002
XYLT2	9.71796	12.4149	9.92501	9.14217	15.9861	14.2841	4.41587	5.97713	25.2259	17.0636	17.743	17.5374	6.79535	21.2494	10.2835	17.3227	13.4053	0	6.96056	6.88999	19.4522	6.89487	22.8465	16.4943
YAE1D1	9.60811	6.83282	9.67877	4.08848	0	3.68922	8.63777	8.78052	13.6539	15.2633	11.3996	6.65116	3.70467	7.09674	10.7693	7.04809	88.6305	0	3.11077	4.14196	13.7673	6.10278	0	8.02351
YAF2	16.59659	13.10882	6.87219	7.95388	17.47609	21.15056	11.32244	6.47671	18.38131	10.43707	11.24111	8.132980138714	24.02638	13.5202	9.31964	15.81448	9.2161	14.8231	10.03606	8.67949	11.49573	15.84072	16.24079	11.46172
YAP1	0	0.485994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YARS	76.9798	42.1732	32.0413	40.2604	47.0905	68.3171	33.6073	42.0455	67.8623	60.8321	40.931	51.168	55.7285	54.1671	63.524	45.7733	64.5573	29.3803	31.3822	41.6833	28.0525	45.5271	77.2425	63.7028
YARS2	33.4357	29.0576	10.4248	16.6326	16.4706	17.1351	15.8397	7.56809	20.5631	24.6486	40.3197	42.3999	10.739	34.0382	25.3357	20.2347	4.67751	0	16.9156	7.91668	46.2479	26.4125	15.9451	38.6969
YBEY	17.6282	4.69746	0	12.977	12.81945	8.78792	3.43262	4.34678	13.06875	3.02809	2.61823	2.63735	32.3584	8.45081	0	21.94479	0	0	9.02629	3.30586	9.46415	0	6.16219	16.6653
YBX1	90.2473	120.187	88.4164	109.368	96.4489	154.786	107.211	111.115	99.3794	167.555	116.901	130.741	138.591	139.845	127.352	132.238	162.096	189.349	122.522	106.002	211.003	223.227	86.1497	108.065
YBX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73998	0	0	0	2.06478	0	0	0	0
YDJC	102.755	42.5835	57.9085	56.0098	123.945	57.2039	36.1247	38.4444	40.8653	86.368	81.4292	92.9922	150.246	164.999	128.724	117.994	57.5742	51.1721	50.0468	79.8529	61.2805	74.9163	71.6492	76.8999
YEATS2	14.0538	15.9774	6.42514	11.4421	17.374	16.7505	10.4489	6.09839	14.8287	9.65779	10.4368	15.2231	6.11614	19.4849	9.41107	12.5104	19.9499	31.986	8.29608	4.21774	22.45	15.9319	11.1848	15.1525
YEATS4	43.8768	44.8062	19.4804	39.7796	49.6471	59.1993	32.2381	23.511	23.5671	26.2074	82.5884	66.5371	31.8489	42.6878	65.9806	34.4264	50.9067	62.5925	35.6226	43.1893	58.8719	63.227	53.2971	53.1278
YES1	3.01694	2.25265	0.758721	2.70878	1.80506	5.40536	4.08983	2.8572	2.47088	4.53504	3.84927	1.06884	1.18982	1.80075	1.72153	4.74216	1.58062	2.22113	1.47655	2.10465	1.70053	4.79915	3.72566	2.57707
YIF1A	91.4603	112.498	71.198	47.9784	114.158	64.9933	31.7416	30.1017	87.0748	100.757	139.297	129.176	65.2682	127.597	58.0545	103.647	25.4931	62.9457	63.9028	52.0335	83.1069	62.8874	102.503	121.09
YIF1B	57.909352	72.0123600099607	31.2334	33.6908	46.4204	56.413431	29.9777	22.58297	85.21960112133	65.4118	42.4200066198781	60.41662	45.250203023864	44.05307	62.5566	50.6354	37.9224	0	31.9642	49.40199	55.7441	41.88462	45.3366	100.2942
YIPF1	22.3604000423452	22.4163	13.3969	25.2777	24.3685000826479	25.41128	18.23201	27.01820787773	43.4593	26.1427	25.0362	32.52971	27.2325	23.431	39.22307	23.3699	58.8595	90.0512	23.0915	28.9338	23.56376	51.516400015636	20.7801	10.0037
YIPF2	9.97779	12.4026	0	23.4208	4.52201	13.4686	6.77187	10.6995	14.305	25.8332	27.6835	19.0249	3.86459	1.84982	22.523	18.4354	0	0	6.48289	2.18644	28.5566	3.1983	2.02031	16.8266
YIPF3	156.098	94.0699	91.3293	80.7642	171.621	156.931	113.475	105.829	128.915	126.257	174.384	116.441	133.778	136.836	140.643	104.921	137.598	54.0418	113.736	103.751	109.988	100.123	160.92	209.513
YIPF4	35.7196	39.3563	37.6195	33.1446	33.61	21.4034	26.7991	18.1427	24.7839	55.9742	49.8258	34.6031	42.9902	58.9809	61.2856	53.3648	43.3612	0	24.0305	29.2863	22.4647	40.3751	41.9152	43.7397
YIPF5	26.9436	22.3268	8.70283	16.6583	21.3743	33.3811	9.28733	16.9442	36.2804	26.1729	24.8558	25.2671	33.7779	25.2687	21.3254	25.409	77.755	1.91391	12.1259	10.039	35.4805	0.762339	38.73157	28.9773
YIPF6	5.02962	1.95326	3.30739	3.68902	0	6.2586	4.41308	1.0169	2.07583	3.44265	2.1860000109055	2.2449	6.42146	3.20789	4.89418	1.6378600112918	0	4.42083	3.5111	3.4259100401871	4.23663	2.4373	2.18489	3.20717
YIPF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJEFN3	12.608	0	0	4.02413	25.4081	7.26267	8.5028	0	22.4027	3.75576	7.48066	13.0924	10.9396	17.4632	3.53372	13.8764	3.79334	0	0	8.15715	16.9359	6.00856	3.8237	7.89897
YKT6	34.8134	17.178	15.5926	15.2439	20.9176	27.573	17.3479	12.5248	42.8079	33.5335	18.1941	14.1416	24.7247	35.0213	25.0078	15.1209	0	89.6678	15.7506	11.263	30.0523	9.84619	36.1317	20.5107
YLPM1	13.7714	8.50095	6.76477	6.3645	8.33171	10.8785	4.88875	4.58024	16.3203	9.23908	9.18761	8.31921	11.247	17.2192	8.13272	5.84084	4.02965	8.81527	6.73073	6.24989	11.8102	21.633	6.70074	8.08324
YME1L1	71.5096	65.5591	34.48398	52.19740574036	80.2685	54.13371	31.61362	42.4509	49.55154	105.060010141308	54.1476	57.0106	56.1595	53.5924	58.55562	57.7825	103.256	48.802464	27.408845	31.73656	50.2682	36.8497	70.0425	65.59548
YOD1	1.4409721	1.9171475	1.6581756	1.387142	1.98008	1.2551382	0.49166926	0.33270576	2.0814895	0.43150791	2.1455377	2.6262046	0	3.6186926	0.8179271	3.6170435	0	3.5462518	2.4644617	2.4018946	0.772387	0	1.7526746	4.5942122
YPEL1	2.58549	6.11944	8.44529	0	14.3641	12.2268	7.04877	5.07208	1.89895	2.44067	7.24079	4.14926	1.45338	2.07295	5.66547	5.73439	26.9468	14.3991	2.92478	1.77618	2.96942	12.0527	2.32709	5.46475
YPEL2	1.73614	0	1.33139	1.67108	1.19206	0.503975	1.18443	1.20226	0	2.59914	3.10183	1.35597	7.59232	1.45306	0	2.90437	0	0	2.96886	0	3.72274	1.26141	0	3.31961
YPEL3	23.2728	15.5125	17.61056	14.86301	15.66376	13.41537	35.35365	8.6242	4.14101	3.46791	6.9065	21.1514	33.67934	35.4808	16.3263	41.67188	35.0485	70.8129	31.10125	30.1922	21.8786	27.76762	21.1812	14.6028
YPEL4	0	0	0	0	0	0	0	0	0	0	0	1.48422	0	0	0	0	0	0	0	0	0	0	0	0
YPEL5	53.9025	64.1562	29.62729	31.16002	38.7814	45.51242	14.383	26.2879	47.7701	2.52874	31.5433	26.398	17.2238	39.0963	23.9224	41.13	0	121.4603	13.4082	19.5828	34.82897	37.7418	29.54884	20.12894
YRDC	5.31234	5.65853	2.0271	1.7015	0	1.53811	3.61054	6.11104	3.81546	1.58798	1.57992	4.1452	0	0	1.50119	0	16.115	3.25486	3.88582	3.50498	5.69986	3.83904	4.84188	8.41666
YTHDC1	13.97643112	21.011	17.0174	14.5757	18.7958	18.12722	7.12317	9.29584115	4.562578673	15.958000062678	13.45843201	18.6643823556	12.4409	13.83641179	20.6905	13.0379	26.6505	7.90437207	10.9868	12.5241	13.41345302	15.55460197276	15.3570000237717	11.77094155
YTHDC2	8.94332	15.2303	2.74448	8.26506	12.7804	10.8022	2.92957	6.6079	3.10055	7.28457	8.52267	6.70609	6.25901	9.58282	8.52849	7.98228	3.05191	1.76083	2.44734	1.90828	13.8064	13.175	7.83219	8.21207
YTHDF1	11.4313	1.5213	9.84708	9.16414	5.87324	6.63127	3.89471	4.61291	5.14963	1.71047	11.0584	8.18171	2.49745	11.9505	8.90775	10.3442	0	0	10.4658	9.49082	6.89555	15.201	5.21238	3.63638
YTHDF2	72.687	75.9844099	47.8765	67.8939	43.1620437468	53.5683	26.001603	49.7283800082853	73.49487	64.1951	63.54775	77.8348	58.4238	76.7984	82.689	78.1840728977	44.1689	83.56026321	53.8706	61.94337	29.3685	60.61698	86.243756	54.2722
